Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2010,Brendan Ryan,Cardinals,139,486,2,50,36,11,6.80%,12.30%,0.071,0.253,0.223,0.279,0.294,0.255,55,3.8,-22.7,19.1,1.2,6073
2011,Jason Bartlett,Padres,139,618,2,61,40,23,7.80%,15.90%,0.061,0.291,0.245,0.308,0.307,0.279,79,0.6,-14.1,6.2,1.2,8219
2004,Royce Clayton,Rockies,146,652,8,95,54,10,7.40%,19.20%,0.118,0.343,0.279,0.338,0.397,0.324,80,2.2,-14.4,4.7,1.2,226
1998,Craig Wilson,White Sox,13,53,3,14,10,1,5.70%,11.30%,0.298,0.487,0.468,0.49,0.766,0.53,225,0.2,8.8,1.5,1.2,1014069
2017,Orlando Arcia,Brewers,153,548,15,56,53,14,6.60%,18.20%,0.13,0.317,0.277,0.324,0.407,0.309,85,0.5,-9.9,4,1.2,13185
2006,Juan Uribe,White Sox,132,495,21,53,71,1,2.60%,16.60%,0.205,0.24,0.235,0.257,0.441,0.292,67,0.3,-20.7,15.7,1.2,454
1989,Alvaro Espinoza,Yankees,146,544,0,51,41,3,2.60%,11.00%,0.05,0.318,0.282,0.301,0.332,0.287,78,-0.8,-14.3,7.6,1.2,1003828
1992,Greg Gagne,Twins,146,473,7,53,39,6,4.00%,17.50%,0.1,0.289,0.246,0.28,0.346,0.285,72,-1.6,-16.5,13.1,1.2,1004427
2010,Edgar Renteria,Giants,72,267,3,26,22,3,7.90%,16.10%,0.099,0.323,0.276,0.332,0.374,0.312,94,0.3,-1.7,4.7,1.2,1178
2012,Yunel Escobar,Blue Jays,145,608,9,58,51,5,5.80%,11.50%,0.091,0.273,0.253,0.3,0.344,0.284,73,-0.9,-19.8,10.8,1.2,4191
1992,Jeff Huson,Rangers,123,374,4,49,24,18,11.00%,11.50%,0.101,0.285,0.261,0.342,0.362,0.321,100,1.2,1.1,-2.5,1.2,1006229
2001,Benji Gil,Angels,104,278,8,33,39,3,5.00%,20.50%,0.181,0.35,0.296,0.33,0.477,0.344,110,-1.1,2.4,-0.2,1.2,14
2003,David Eckstein,Angels,120,517,3,59,31,16,7.00%,8.70%,0.073,0.272,0.252,0.325,0.325,0.296,78,0.3,-13.9,7.8,1.2,10
2007,Brendan Ryan,Cardinals,67,199,4,30,12,7,7.50%,9.50%,0.117,0.306,0.289,0.347,0.406,0.335,100,3.5,3.6,1.7,1.2,6073
2008,Ramon Santiago,Tigers,58,156,4,30,18,1,14.10%,10.90%,0.177,0.301,0.282,0.411,0.46,0.389,137,0.4,7.5,-1.3,1.2,1417
2012,Troy Tulowitzki,Rockies,47,203,8,33,27,2,9.40%,9.40%,0.199,0.284,0.287,0.36,0.486,0.364,113,0.3,3.4,1.3,1.2,3531
2012,Cliff Pennington,Athletics,125,462,6,50,28,15,7.60%,19.50%,0.096,0.259,0.215,0.278,0.311,0.263,65,5.5,-13.7,9.3,1.2,3395
1995,Jose Hernandez,Cubs,93,268,13,37,40,1,4.90%,25.70%,0.237,0.285,0.245,0.281,0.482,0.321,90,0.2,-3.3,5.9,1.1,688
2005,Wilson Betemit,Braves,115,274,4,36,20,1,8.00%,20.10%,0.13,0.376,0.305,0.359,0.435,0.342,107,-0.4,2.2,0.3,1.1,1861
1992,Dickie Thon,Rangers,95,303,4,30,37,12,6.60%,13.20%,0.12,0.271,0.247,0.293,0.367,0.297,84,1.6,-4,5.2,1.1,1013033
2016,Jordy Mercer,Pirates,149,584,11,66,59,1,8.70%,14.20%,0.118,0.286,0.256,0.328,0.374,0.304,88,3.6,-5.3,-2,1.1,6547
1992,Mariano Duncan,Phillies,142,605,8,71,50,23,2.80%,17.90%,0.122,0.314,0.267,0.292,0.389,0.306,92,3.3,-2,-6.6,1.1,1003554
2008,Alberto Callaspo,Royals,74,234,0,21,16,2,8.10%,6.00%,0.066,0.325,0.305,0.361,0.371,0.329,96,-0.3,-1.4,4.8,1.1,3336
1998,Kevin Stocker,Devil Rays,112,381,6,37,25,5,7.10%,21.00%,0.104,0.254,0.208,0.282,0.313,0.269,55,-0.3,-22.8,20.8,1.1,1012549
1989,Scott Fletcher,- - -,142,629,1,77,43,2,10.20%,9.50%,0.059,0.28,0.253,0.332,0.311,0.3,86,-0.3,-10.7,0.2,1.1,1004155
1988,Rafael Ramirez,Astros,155,597,6,51,59,3,3.00%,10.20%,0.102,0.297,0.276,0.298,0.378,0.298,94,-0.6,-4.3,-4.7,1.1,1010673
2015,Jed Lowrie,Astros,69,263,9,35,30,1,10.60%,16.30%,0.178,0.233,0.222,0.312,0.4,0.305,95,2.6,1.1,0.9,1.1,4418
2008,Edgar Renteria,Tigers,138,547,10,69,55,6,6.80%,11.70%,0.111,0.29,0.27,0.317,0.382,0.309,84,-1.6,-12.6,5.1,1.1,1178
1989,Steve Jeltz,Phillies,116,315,4,28,25,4,14.30%,14.00%,0.095,0.279,0.243,0.356,0.338,0.319,101,-0.1,0.4,0,1.1,1006387
2003,Jack Wilson,Pirates,150,615,9,58,62,5,5.90%,12.00%,0.097,0.279,0.256,0.303,0.353,0.288,70,2,-22.1,13.2,1.1,1017
1986,Cory Snyder,Indians,103,433,24,58,69,2,3.70%,28.40%,0.228,0.331,0.272,0.299,0.5,0.348,112,-0.8,5.6,-9.5,1.1,1012244
2004,Rich Aurilia,- - -,124,450,6,49,44,1,8.20%,15.80%,0.108,0.283,0.246,0.314,0.353,0.296,80,-0.8,-12.4,8.5,1.1,1106
1986,Barry Larkin,Reds,41,169,3,27,19,8,5.30%,12.40%,0.119,0.309,0.283,0.32,0.403,0.318,94,1.6,0.3,5,1.1,335
2002,Cristian Guzman,Twins,148,656,9,80,59,12,2.60%,12.00%,0.112,0.298,0.273,0.292,0.385,0.293,74,0.6,-20.7,9.4,1.1,728
2013,Alcides Escobar,Royals,158,642,4,57,52,22,3.00%,13.10%,0.066,0.264,0.234,0.259,0.3,0.247,49,8,-28.9,18,1.1,6310
1997,Mike Bordick,Orioles,153,560,7,55,46,0,5.90%,11.80%,0.083,0.257,0.236,0.283,0.318,0.27,58,-0.8,-31,22.2,1.1,129
2010,Erick Aybar,Angels,138,589,5,69,29,22,5.90%,13.80%,0.077,0.289,0.253,0.306,0.33,0.286,78,2.6,-12.7,3.2,1.1,4082
1988,Dave Anderson,Dodgers,116,325,2,31,20,4,9.80%,13.80%,0.07,0.288,0.249,0.325,0.319,0.293,92,-0.2,-3.2,3.2,1.1,1000223
2012,Cody Ransom,- - -,90,282,11,29,42,0,10.60%,38.70%,0.191,0.341,0.22,0.312,0.411,0.318,95,0.5,-1.3,2.9,1.1,1126
1987,Alfredo Griffin,Athletics,144,539,3,69,60,26,5.20%,7.60%,0.085,0.28,0.263,0.306,0.348,0.29,78,-0.6,-15.6,8.3,1.1,1005036
2017,Eric Sogard,Brewers,94,299,3,37,18,3,15.10%,12.40%,0.104,0.311,0.273,0.393,0.378,0.343,108,-2.3,0.6,0.5,1.1,7927
2015,Eduardo Nunez,Twins,72,204,4,23,20,8,5.90%,14.20%,0.149,0.314,0.282,0.327,0.431,0.328,105,0.9,2.2,1.2,1.1,6848
2011,Alexi Casilla,Twins,97,365,2,52,21,15,7.70%,12.30%,0.108,0.294,0.26,0.322,0.368,0.307,90,1.2,-3.1,1.5,1.1,5248
1992,Gary DiSarcina,Angels,157,553,3,48,42,9,3.60%,9.00%,0.054,0.267,0.247,0.283,0.301,0.269,63,-1,-24.2,17.5,1.1,1003322
1990,Jeff Huson,Rangers,145,454,0,57,28,12,10.10%,11.90%,0.04,0.275,0.24,0.32,0.28,0.283,74,0.6,-12.9,9,1.1,1006229
2008,Jack Wilson,Pirates,87,330,1,24,22,2,3.90%,8.20%,0.075,0.295,0.272,0.312,0.348,0.295,75,-1.2,-11.5,11.5,1.1,1017
2016,Tim Beckham,Rays,64,215,5,25,16,2,6.50%,31.20%,0.187,0.349,0.247,0.3,0.434,0.314,98,-1,-1.5,4.6,1.1,7949
2000,Ramon Martinez,Giants,88,210,6,30,25,3,7.10%,10.50%,0.185,0.315,0.302,0.354,0.487,0.362,114,-0.3,3.8,0.5,1.1,1120
2011,Ian Desmond,Nationals,154,639,8,65,49,25,5.50%,21.80%,0.104,0.317,0.253,0.298,0.358,0.289,79,3,-12.3,2.4,1,6885
1988,Rex Hudler,Expos,77,229,4,38,14,29,4.40%,14.80%,0.139,0.306,0.273,0.303,0.412,0.308,96,3,2.1,0.4,1,1006131
2002,Ramon Martinez,Giants,72,200,4,26,25,2,7.00%,13.00%,0.144,0.296,0.271,0.335,0.414,0.326,100,1,1.1,2.8,1,1120
2001,Tony Womack,Diamondbacks,125,518,3,66,30,28,4.40%,10.40%,0.079,0.294,0.266,0.307,0.345,0.287,66,2.5,-20.8,14.2,1,78
2002,Alex Gonzalez,Cubs,142,568,18,58,61,5,8.10%,23.90%,0.177,0.302,0.248,0.312,0.425,0.317,92,-4.3,-9.8,1.6,1,281
2002,Royce Clayton,White Sox,112,376,7,51,35,5,5.30%,17.80%,0.114,0.29,0.251,0.295,0.365,0.291,71,2.8,-10.5,8,1,226
1987,Al Pedrique,- - -,93,281,1,24,27,5,6.80%,10.30%,0.06,0.327,0.294,0.349,0.353,0.312,88,-0.8,-5.1,5.8,1,1010121
2001,Julio Lugo,Astros,140,586,10,93,37,12,7.80%,19.80%,0.109,0.317,0.263,0.326,0.372,0.308,79,-2.4,-18.3,9.5,1,565
2017,Wilmer Difo,Nationals,124,365,5,47,21,10,6.60%,20.30%,0.099,0.332,0.271,0.319,0.37,0.293,76,3.4,-7.8,6.3,1,14320
2006,Stephen Drew,Diamondbacks,59,226,5,27,23,2,6.20%,22.10%,0.201,0.394,0.316,0.357,0.517,0.366,114,1,5.1,-2.1,1,4251
2004,Alex Gonzalez,Marlins,159,599,23,67,79,3,4.50%,21.00%,0.187,0.257,0.232,0.27,0.419,0.288,73,-2.7,-23.8,14.1,1,520
2009,J.J. Hardy,Brewers,115,465,11,53,47,0,9.20%,18.30%,0.128,0.26,0.229,0.302,0.357,0.294,75,-2.2,-16.4,11.6,1,3797
2003,Omar Vizquel,Indians,64,285,2,43,19,8,10.20%,7.00%,0.092,0.258,0.244,0.321,0.336,0.297,79,0.7,-6.7,7.3,1,411
1985,Sam Khalifa,Pirates,95,367,2,30,31,5,9.30%,15.30%,0.081,0.278,0.238,0.307,0.319,0.276,71,0.1,-12.1,10.2,1,1006887
1997,Edgar Renteria,Marlins,154,691,4,90,52,32,6.50%,15.60%,0.063,0.327,0.277,0.327,0.34,0.302,81,0,-16.9,5.2,1,1178
2000,Tony Graffanino,- - -,70,194,2,33,17,7,11.30%,13.90%,0.083,0.314,0.274,0.363,0.357,0.33,88,-0.4,-3.5,6.9,1,235
2011,Mike Fontenot,Giants,85,252,4,22,21,5,9.90%,19.00%,0.15,0.267,0.227,0.304,0.377,0.296,89,2,-1,2.7,1,3912
1995,Jeff Blauser,Braves,115,504,12,60,31,8,11.30%,21.20%,0.13,0.252,0.211,0.319,0.341,0.302,77,-0.7,-15.1,8.2,1,1001062
1994,Gary DiSarcina,Angels,112,421,3,53,33,3,4.30%,6.70%,0.069,0.272,0.26,0.294,0.329,0.279,60,-2.5,-24.7,20.1,1,1003322
2015,Ruben Tejada,Mets,116,407,3,36,28,2,9.30%,17.20%,0.089,0.315,0.261,0.338,0.35,0.303,94,0.3,-2.4,-0.9,1,5519
1995,Jay Bell,Pirates,138,593,13,79,55,2,9.30%,18.50%,0.142,0.309,0.262,0.336,0.404,0.33,95,-1.9,-5.8,-3.9,1,48
1990,Dave Anderson,Giants,60,104,1,14,6,1,2.90%,19.20%,0.1,0.43,0.35,0.369,0.45,0.367,131,-0.6,3.2,2.8,1,1000223
2000,Mike Benjamin,Pirates,93,255,2,28,19,5,4.70%,17.60%,0.12,0.326,0.27,0.313,0.391,0.31,76,-0.8,-9.1,10.5,1,981
1989,Garry Templeton,Padres,142,536,6,43,40,1,4.30%,14.90%,0.099,0.291,0.255,0.286,0.354,0.279,77,-1.1,-14.7,7.4,1,1012909
1988,Jose Uribe,Giants,141,535,3,47,35,14,6.70%,12.90%,0.067,0.286,0.252,0.301,0.318,0.275,78,-1.4,-13.9,6.6,1,1013300
2008,Cesar Izturis,Cardinals,135,454,1,50,24,24,6.40%,5.70%,0.046,0.278,0.263,0.319,0.309,0.286,71,-0.5,-17.2,12.3,1,656
2010,Alexi Casilla,Twins,69,170,1,26,20,6,7.60%,10.00%,0.118,0.304,0.276,0.331,0.395,0.321,97,0.7,0.1,3.5,1,5248
2008,Brendan Harris,Twins,130,490,7,57,49,1,8.00%,20.00%,0.129,0.322,0.265,0.327,0.394,0.319,93,-1.4,-5.6,-1.4,1,2178
2005,Juan Castro,Twins,97,292,5,27,33,0,3.10%,13.40%,0.129,0.283,0.257,0.279,0.386,0.286,72,-1.3,-11.3,11.1,1,315
1999,Damian Jackson,Padres,133,447,9,56,39,34,11.90%,23.50%,0.131,0.282,0.224,0.32,0.356,0.303,79,2.3,-10.5,5.9,1,471
2017,Ehire Adrianza,Twins,70,186,2,30,24,8,8.60%,13.40%,0.117,0.291,0.265,0.324,0.383,0.302,84,3.6,-0.2,3.5,1,8418
1995,Jose Oquendo,Cardinals,88,260,2,31,17,1,13.50%,8.10%,0.091,0.222,0.209,0.316,0.3,0.283,68,-0.3,-10.9,11.6,1,1009827
2014,Alexi Amarista,Padres,148,466,5,39,40,12,6.20%,14.80%,0.076,0.271,0.239,0.286,0.314,0.265,70,3.4,-12.4,7.4,1,9063
2005,John McDonald,- - -,68,184,0,18,16,6,6.00%,13.00%,0.048,0.319,0.277,0.326,0.325,0.293,75,-0.5,-6.1,9.4,1,395
1987,Barry Larkin,Reds,125,488,12,64,43,21,7.40%,10.70%,0.128,0.251,0.244,0.306,0.371,0.299,76,1.5,-13.4,6.2,1,335
2007,John McDonald,Blue Jays,123,353,1,32,31,7,3.10%,13.60%,0.083,0.29,0.251,0.279,0.333,0.271,59,2,-16.2,13.8,1,395
1985,Shawon Dunston,Cubs,74,272,4,40,18,11,7.00%,15.40%,0.128,0.296,0.26,0.31,0.388,0.307,86,0.9,-3.4,3.7,0.9,1401
2017,Ketel Marte,Diamondbacks,73,255,5,30,18,3,11.40%,14.50%,0.135,0.29,0.26,0.345,0.395,0.319,89,1.2,-2.5,3.8,0.9,13613
1994,Luis Sojo,Mariners,63,227,6,32,22,2,3.50%,11.00%,0.146,0.29,0.277,0.308,0.423,0.318,86,0,-4.3,6.2,0.9,1834
2009,Paul Janish,Reds,90,292,1,36,16,2,8.90%,13.70%,0.094,0.247,0.211,0.296,0.305,0.274,59,0.8,-13.9,14,0.9,7412
1997,Manny Alexander,- - -,87,272,3,37,22,13,6.30%,19.90%,0.117,0.328,0.266,0.32,0.383,0.308,83,2.2,-3.8,4.7,0.9,1954
1990,Shawon Dunston,Cubs,146,573,17,73,66,25,2.60%,15.20%,0.163,0.282,0.262,0.283,0.426,0.312,86,2.8,-6.2,-5.3,0.9,1401
1994,Jose Oquendo,Cardinals,55,152,0,13,9,1,13.80%,10.50%,0.047,0.298,0.264,0.364,0.31,0.305,81,-0.2,-4,8.4,0.9,1009827
1998,Edgar Renteria,Marlins,133,580,3,79,31,41,8.30%,13.40%,0.06,0.326,0.282,0.347,0.342,0.314,90,-1.3,-8.5,0,0.9,1178
2011,Hanley Ramirez,Marlins,92,385,10,55,45,20,11.40%,17.10%,0.136,0.275,0.243,0.333,0.379,0.317,97,0.4,-1,-2.2,0.9,8001
2002,Andy Sheets,Devil Rays,41,164,4,18,22,2,7.30%,25.00%,0.107,0.311,0.248,0.301,0.356,0.291,75,0.3,-4.7,8.5,0.9,1226
2007,Jorge Velandia,Devil Rays,14,60,2,7,11,0,13.30%,28.30%,0.2,0.452,0.32,0.424,0.52,0.414,155,0,4.2,3.3,0.9,900
1992,Rey Sanchez,Cubs,74,275,1,24,19,2,3.60%,6.20%,0.09,0.264,0.251,0.285,0.341,0.283,73,0,-8.2,8.7,0.9,213
1990,Al Newman,Twins,144,433,0,43,30,13,7.60%,7.90%,0.036,0.264,0.242,0.304,0.278,0.272,62,0.1,-18.6,14.6,0.9,1009539
2007,Ryan Theriot,Cubs,148,597,3,80,45,28,8.20%,8.40%,0.08,0.287,0.266,0.326,0.346,0.302,73,2.3,-18.8,8.5,0.9,3811
1987,Bill Pecota,Royals,66,172,3,22,14,5,8.70%,14.50%,0.103,0.313,0.276,0.343,0.378,0.324,95,0.9,-0.1,3.6,0.9,1010117
1993,Pat Listach,Brewers,98,403,3,50,30,18,9.20%,17.40%,0.073,0.295,0.244,0.319,0.317,0.294,75,-0.1,-12.5,8.9,0.9,1007655
1989,Domingo Ramos,Cubs,85,204,1,18,19,1,8.30%,11.30%,0.073,0.297,0.263,0.333,0.335,0.302,86,-0.3,-3.4,5.9,0.9,1010677
1986,Chris Speier,Cubs,95,176,6,21,23,2,8.50%,18.20%,0.168,0.322,0.284,0.349,0.452,0.35,112,-0.4,2,1.1,0.9,1012316
2009,Omar Vizquel,Rangers,62,195,1,17,14,4,6.70%,13.80%,0.079,0.309,0.266,0.316,0.345,0.296,69,-1.3,-8.8,11.2,0.9,411
1988,Spike Owen,Red Sox,89,294,5,40,18,0,9.20%,9.20%,0.121,0.261,0.249,0.324,0.37,0.317,95,-0.6,-2.4,1.1,0.9,1009924
2009,Everth Cabrera,Padres,103,438,2,59,31,25,10.50%,20.10%,0.106,0.325,0.255,0.342,0.361,0.313,95,2.4,-0.1,-4.9,0.9,8155
2003,Neifi Perez,Giants,120,353,1,27,31,3,4.00%,6.50%,0.091,0.271,0.256,0.285,0.348,0.273,63,-0.2,-17,14.6,0.9,620
1989,Fred Manrique,- - -,119,412,4,46,52,4,4.10%,15.30%,0.103,0.342,0.294,0.326,0.397,0.325,102,-1.3,-0.1,-5.6,0.9,1008076
2011,Ronny Cedeno,Pirates,128,454,2,43,32,2,6.60%,20.50%,0.09,0.313,0.249,0.297,0.339,0.276,73,-1.2,-15.6,10,0.9,2179
1994,Randy Velarde,Yankees,77,310,9,47,34,4,7.10%,19.70%,0.161,0.325,0.279,0.338,0.439,0.341,102,-0.1,0.7,-1.9,0.9,942
1999,Kevin Stocker,Devil Rays,79,286,1,39,27,9,8.40%,14.30%,0.071,0.354,0.299,0.369,0.37,0.337,95,-1.4,-3.5,3,0.9,1012549
1992,Jose Uribe,Giants,66,181,2,24,13,2,7.70%,13.80%,0.105,0.272,0.241,0.299,0.346,0.289,83,-0.4,-3.8,6.7,0.9,1013300
2010,Paul Janish,Reds,82,228,5,23,25,1,9.60%,13.20%,0.125,0.283,0.26,0.338,0.385,0.321,94,0.1,-1.5,2.9,0.9,7412
1985,Dave Concepcion,Reds,155,620,7,59,48,16,8.10%,10.80%,0.079,0.273,0.252,0.314,0.33,0.292,79,-1.8,-16.8,5,0.9,1002494
1995,David Howard,Royals,95,287,0,23,19,6,8.40%,14.30%,0.082,0.288,0.243,0.31,0.325,0.288,65,0.7,-12.4,11.3,0.9,1006075
2014,Eugenio Suarez,Tigers,85,277,4,33,23,3,7.90%,24.20%,0.094,0.316,0.242,0.316,0.336,0.295,86,0.1,-4.1,3.2,0.9,12552
1992,John Valentin,Red Sox,58,212,5,21,25,1,9.40%,8.00%,0.151,0.28,0.276,0.351,0.427,0.354,116,0.1,3.9,-3,0.9,1375
2002,Andy Fox,Marlins,133,502,4,55,41,31,9.80%,18.70%,0.083,0.309,0.251,0.338,0.333,0.301,83,4.8,-5.6,-2,0.9,1379
1995,Alex Arias,Marlins,94,246,3,22,26,1,8.90%,8.10%,0.102,0.281,0.269,0.337,0.37,0.318,89,0.1,-3.2,3.8,0.9,123
2012,Clint Barmes,Pirates,144,493,8,34,45,0,4.10%,21.50%,0.092,0.28,0.229,0.272,0.321,0.26,62,-1.3,-23.6,16.6,0.9,1830
2000,Walt Weiss,Braves,80,227,0,29,18,1,11.50%,14.10%,0.052,0.307,0.26,0.353,0.313,0.308,76,-0.2,-7.5,8.7,0.9,1013748
2001,Mark DeRosa,Braves,66,184,3,27,20,2,6.50%,10.30%,0.104,0.306,0.287,0.35,0.39,0.315,88,0,-2.8,5.6,0.9,1392
1997,Rich Aurilia,Giants,46,113,5,16,19,1,7.10%,13.30%,0.225,0.274,0.275,0.321,0.5,0.351,114,-0.2,1.8,3.4,0.9,1106
1994,Craig Grebeck,White Sox,35,113,0,17,5,0,10.60%,4.40%,0.052,0.326,0.309,0.391,0.361,0.346,108,0,1.2,3.8,0.9,1004982
2014,Marwin Gonzalez,Astros,103,310,6,33,23,2,5.50%,18.70%,0.123,0.33,0.277,0.327,0.4,0.324,110,-0.1,3.2,-5.3,0.9,5497
1992,Alan Trammell,Tigers,29,120,1,11,11,2,12.50%,3.30%,0.118,0.276,0.275,0.37,0.392,0.35,117,-0.4,1.9,2.3,0.9,1013157
2006,Craig Counsell,Diamondbacks,105,415,4,56,30,15,7.50%,11.30%,0.091,0.283,0.255,0.327,0.347,0.303,73,-0.1,-14.8,9.8,0.9,52
1993,Mike Bordick,Athletics,159,633,3,60,48,10,9.50%,9.20%,0.062,0.271,0.249,0.332,0.311,0.299,84,-2,-14.1,2.5,0.9,129
2009,Jerry Hairston,- - -,131,433,10,62,39,7,7.40%,12.50%,0.144,0.266,0.251,0.315,0.394,0.314,85,0.7,-7.4,1.8,0.8,144
2000,Melvin Mora,- - -,132,464,8,60,47,12,7.50%,17.20%,0.135,0.32,0.275,0.337,0.411,0.327,92,-2.6,-7.9,1.1,0.8,157
2015,Brad Miller,Mariners,144,497,11,44,46,13,9.50%,20.30%,0.144,0.307,0.258,0.329,0.402,0.319,105,0.5,3.3,-11.6,0.8,12775
1992,Mark Lewis,Indians,122,446,5,44,30,4,5.60%,15.50%,0.087,0.303,0.264,0.308,0.351,0.3,85,-1.2,-8.7,2.3,0.8,1007585
1994,Ozzie Guillen,White Sox,100,390,1,46,39,5,3.60%,9.00%,0.06,0.312,0.288,0.311,0.348,0.29,72,-0.8,-15.2,10.3,0.8,1005125
2007,Mark Loretta,Astros,133,511,4,52,41,1,8.60%,8.00%,0.085,0.308,0.287,0.352,0.372,0.326,93,-5.4,-9.7,1.5,0.8,1383
2013,Jayson Nix,Yankees,87,303,3,32,24,13,7.90%,26.40%,0.075,0.321,0.236,0.308,0.311,0.279,71,3,-6.9,4.7,0.8,3790
1991,Felix Fermin,Indians,129,469,0,30,31,5,5.50%,5.80%,0.04,0.278,0.262,0.307,0.302,0.281,71,-0.6,-16.5,9.7,0.8,1003991
1985,Scott Fletcher,White Sox,119,348,2,38,31,5,10.10%,13.50%,0.053,0.296,0.256,0.332,0.309,0.297,78,-1.1,-10.2,7.1,0.8,1004155
2010,Ronny Cedeno,Pirates,139,502,8,42,38,12,4.60%,21.10%,0.126,0.315,0.256,0.293,0.382,0.295,81,1.1,-10.3,2.8,0.8,2179
2010,Asdrubal Cabrera,Indians,97,425,3,39,29,6,5.90%,14.10%,0.071,0.318,0.276,0.326,0.346,0.303,88,0.7,-5,-1.4,0.8,4962
2009,Cristian Guzman,Nationals,135,555,6,74,52,4,2.90%,13.50%,0.105,0.322,0.284,0.306,0.39,0.305,82,2.3,-10.3,0.8,0.8,728
1989,Spike Owen,Expos,142,522,6,52,41,3,14.60%,8.40%,0.098,0.246,0.233,0.349,0.332,0.3,91,-0.4,-5.6,-3.5,0.8,1009924
1990,Jeff Blauser,Braves,115,429,8,46,39,3,8.20%,16.30%,0.14,0.312,0.269,0.338,0.409,0.338,104,-1.5,0.4,-8,0.8,1001062
2003,Barry Larkin,Reds,70,265,2,39,18,2,8.30%,12.10%,0.1,0.319,0.282,0.345,0.382,0.324,91,2.4,-0.5,0.2,0.8,335
2001,D'Angelo Jimenez,Padres,86,349,3,45,33,2,11.20%,19.50%,0.091,0.343,0.276,0.355,0.367,0.319,96,-0.9,-2.7,-0.2,0.8,1038
2016,Dansby Swanson,Braves,38,145,3,20,17,3,9.00%,23.40%,0.14,0.383,0.302,0.361,0.442,0.334,107,1.1,2.3,1.1,0.8,18314
1986,Angel Salazar,Royals,117,313,0,24,24,1,2.20%,15.00%,0.081,0.29,0.245,0.266,0.326,0.264,58,-0.2,-16.2,14.1,0.8,1011377
1994,Mike Bordick,Athletics,114,440,2,38,37,7,8.60%,10.00%,0.082,0.277,0.253,0.32,0.335,0.296,76,0.5,-13.6,7,0.8,129
2010,Ian Desmond,Nationals,154,574,10,59,65,17,4.90%,19.00%,0.124,0.317,0.269,0.308,0.392,0.306,86,2,-7.6,-2.4,0.8,6885
2002,Rey Ordonez,Mets,144,499,1,53,42,2,4.80%,9.20%,0.07,0.278,0.254,0.292,0.324,0.264,59,-0.8,-26.5,18.4,0.8,889
1988,Kevin Elster,Mets,149,450,9,41,37,2,7.80%,10.40%,0.099,0.223,0.214,0.282,0.313,0.263,71,0.1,-14.1,7.8,0.8,1003758
2010,Donnie Murphy,Marlins,29,47,3,9,16,0,4.30%,40.40%,0.386,0.5,0.318,0.348,0.705,0.444,177,0.2,4.5,1.8,0.8,4704
2015,Erick Aybar,Angels,156,638,3,74,44,15,3.90%,11.40%,0.069,0.3,0.27,0.301,0.338,0.28,78,3.4,-13,-0.4,0.8,4082
2010,Miguel Tejada,- - -,156,681,15,71,71,2,4.40%,9.80%,0.112,0.28,0.269,0.312,0.381,0.306,88,-3.6,-13.1,-1.7,0.8,941
2013,Munenori Kawasaki,Blue Jays,96,289,1,27,24,7,11.10%,14.20%,0.079,0.269,0.229,0.326,0.308,0.29,79,1.9,-5.1,3,0.8,13047
1985,Dick Schofield,Angels,147,496,8,50,41,11,7.10%,14.10%,0.112,0.242,0.219,0.287,0.331,0.281,73,0.5,-15.8,7.3,0.8,1011602
2015,Miguel Rojas,Marlins,60,157,1,13,17,0,7.00%,10.20%,0.085,0.307,0.282,0.329,0.366,0.303,92,-0.2,-1.6,4.1,0.8,7802
1990,Brian Giles,Mariners,45,110,4,15,11,2,13.60%,21.80%,0.189,0.269,0.232,0.336,0.421,0.344,113,0,1.6,2.5,0.8,1004702
2005,Nick Punto,Twins,112,439,4,45,26,13,8.20%,19.60%,0.096,0.294,0.239,0.301,0.335,0.284,70,1.4,-14.4,7.4,0.8,1429
2008,Emmanuel Burriss,Giants,95,274,1,37,18,13,8.40%,8.80%,0.046,0.31,0.283,0.357,0.329,0.314,86,2.7,-2,0.9,0.8,2917
2006,Geoff Blum,Padres,109,299,4,27,34,0,5.70%,17.10%,0.112,0.293,0.254,0.293,0.366,0.286,74,-0.5,-10.7,8.8,0.8,550
1989,Alfredo Griffin,Dodgers,136,547,0,49,29,10,5.30%,10.40%,0.061,0.278,0.247,0.287,0.308,0.272,74,-0.9,-16.5,7,0.8,1005036
2003,Lou Merloni,- - -,80,213,1,24,18,2,12.20%,19.20%,0.083,0.331,0.265,0.355,0.348,0.315,92,0.1,-1.9,2.8,0.8,201
1985,Dave Anderson,Dodgers,77,262,4,24,18,5,13.40%,16.00%,0.081,0.227,0.199,0.31,0.281,0.275,75,-0.7,-8.2,7.5,0.8,1000223
2015,Starlin Castro,Cubs,151,578,11,52,69,5,3.60%,15.70%,0.11,0.298,0.265,0.296,0.375,0.288,79,-2.1,-16.2,5.4,0.8,4579
1994,Mario Diaz,Marlins,32,85,0,10,11,0,7.10%,7.10%,0.104,0.347,0.325,0.376,0.429,0.356,114,0,1.5,3.3,0.8,1003267
1995,Rich Aurilia,Giants,9,22,2,4,4,1,4.50%,9.10%,0.474,0.438,0.474,0.476,0.947,0.578,264,0.2,4.7,2.2,0.8,1106
1987,Dale Sveum,Brewers,153,586,25,86,95,2,6.80%,22.70%,0.202,0.288,0.252,0.303,0.454,0.324,94,-2.4,-7.1,-5.1,0.8,1012748
